_id,groupId,date
lesson_id_1560,group_id_8,2022-07-03T21:30:00.000Z
lesson_id_1561,group_id_12,2022-07-04T18:00:00.000Z
lesson_id_1562,group_id_14,2022-07-04T11:30:00.000Z
lesson_id_1563,group_id_16,2022-07-04T21:00:00.000Z
lesson_id_1564,group_id_10,2022-07-05T18:30:00.000Z
lesson_id_1565,group_id_7,2022-07-06T09:00:00.000Z
lesson_id_1566,group_id_19,2022-07-06T17:00:00.000Z
lesson_id_1567,group_id_1,2022-07-07T15:00:00.000Z
lesson_id_1568,group_id_11,2022-07-07T15:30:00.000Z
lesson_id_1569,group_id_4,2022-07-07T11:30:00.000Z
lesson_id_1570,group_id_19,2022-07-07T13:30:00.000Z
lesson_id_1571,group_id_14,2022-07-08T18:30:00.000Z
lesson_id_1572,group_id_20,2022-07-08T13:30:00.000Z
lesson_id_1573,group_id_7,2022-07-08T15:30:00.000Z
lesson_id_1574,group_id_6,2022-07-08T14:30:00.000Z
lesson_id_1575,group_id_10,2022-07-09T18:30:00.000Z
lesson_id_1576,group_id_13,2022-07-09T20:00:00.000Z
lesson_id_1577,group_id_8,2022-07-10T16:00:00.000Z
lesson_id_1578,group_id_7,2022-07-11T17:30:00.000Z
lesson_id_1579,group_id_18,2022-07-12T18:00:00.000Z
lesson_id_1580,group_id_6,2022-07-12T15:00:00.000Z
lesson_id_1581,group_id_5,2022-07-13T16:30:00.000Z
lesson_id_1582,group_id_3,2022-07-14T13:00:00.000Z
lesson_id_1583,group_id_3,2022-07-15T18:00:00.000Z
lesson_id_1584,group_id_13,2022-07-15T15:30:00.000Z
lesson_id_1585,group_id_2,2022-07-16T21:00:00.000Z
lesson_id_1586,group_id_16,2022-07-16T16:00:00.000Z
lesson_id_1587,group_id_7,2022-07-16T19:30:00.000Z
lesson_id_1588,group_id_7,2022-07-16T09:00:00.000Z
lesson_id_1589,group_id_6,2022-07-17T19:00:00.000Z
lesson_id_1590,group_id_12,2022-07-17T12:00:00.000Z
lesson_id_1591,group_id_6,2022-07-17T10:30:00.000Z
lesson_id_1592,group_id_13,2022-07-17T14:30:00.000Z
lesson_id_1593,group_id_19,2022-07-18T12:00:00.000Z
lesson_id_1594,group_id_3,2022-07-18T10:30:00.000Z
lesson_id_1595,group_id_18,2022-07-18T18:30:00.000Z
lesson_id_1596,group_id_9,2022-07-19T12:00:00.000Z
lesson_id_1597,group_id_15,2022-07-19T15:00:00.000Z
lesson_id_1598,group_id_6,2022-07-20T15:00:00.000Z
lesson_id_1599,group_id_18,2022-07-20T10:30:00.000Z
lesson_id_1600,group_id_4,2022-07-21T21:30:00.000Z
lesson_id_1601,group_id_18,2022-07-21T21:30:00.000Z
lesson_id_1602,group_id_13,2022-07-22T18:30:00.000Z
lesson_id_1603,group_id_8,2022-07-22T21:30:00.000Z
lesson_id_1604,group_id_15,2022-07-22T19:30:00.000Z
lesson_id_1605,group_id_1,2022-07-23T16:00:00.000Z
lesson_id_1606,group_id_9,2022-07-23T10:30:00.000Z
lesson_id_1607,group_id_8,2022-07-23T19:00:00.000Z
lesson_id_1608,group_id_11,2022-07-23T15:30:00.000Z
lesson_id_1609,group_id_18,2022-07-24T09:30:00.000Z
lesson_id_1610,group_id_8,2022-07-24T13:00:00.000Z
lesson_id_1611,group_id_13,2022-07-24T19:30:00.000Z
lesson_id_1612,group_id_3,2022-07-24T17:00:00.000Z
lesson_id_1613,group_id_11,2022-07-25T14:00:00.000Z
lesson_id_1614,group_id_19,2022-07-25T13:00:00.000Z
lesson_id_1615,group_id_7,2022-07-25T16:00:00.000Z
lesson_id_1616,group_id_8,2022-07-26T13:00:00.000Z
lesson_id_1617,group_id_7,2022-07-27T12:30:00.000Z
lesson_id_1618,group_id_4,2022-07-28T10:00:00.000Z
lesson_id_1619,group_id_20,2022-07-29T09:00:00.000Z
lesson_id_1620,group_id_16,2022-07-29T14:30:00.000Z
lesson_id_1621,group_id_16,2022-07-29T18:30:00.000Z
lesson_id_1622,group_id_6,2022-07-30T21:30:00.000Z
lesson_id_1623,group_id_13,2022-07-30T12:00:00.000Z
lesson_id_1624,group_id_2,2022-07-30T17:30:00.000Z
lesson_id_1625,group_id_18,2022-07-31T09:30:00.000Z
lesson_id_1626,group_id_13,2022-07-31T19:00:00.000Z
lesson_id_1627,group_id_15,2022-07-31T10:30:00.000Z
lesson_id_1628,group_id_1,2022-08-01T09:00:00.000Z
lesson_id_1629,group_id_13,2022-08-01T18:00:00.000Z
lesson_id_1630,group_id_11,2022-08-01T14:30:00.000Z
lesson_id_1631,group_id_6,2022-08-01T17:30:00.000Z
lesson_id_1632,group_id_9,2022-08-02T16:30:00.000Z
lesson_id_1633,group_id_12,2022-08-02T11:30:00.000Z
lesson_id_1634,group_id_14,2022-08-02T12:30:00.000Z
lesson_id_1635,group_id_12,2022-08-03T15:30:00.000Z
lesson_id_1636,group_id_15,2022-08-03T11:00:00.000Z
lesson_id_1637,group_id_19,2022-08-03T19:00:00.000Z
lesson_id_1638,group_id_4,2022-08-03T20:30:00.000Z
lesson_id_1639,group_id_18,2022-08-04T15:30:00.000Z
lesson_id_1640,group_id_7,2022-08-04T11:00:00.000Z
lesson_id_1641,group_id_16,2022-08-04T21:00:00.000Z
lesson_id_1642,group_id_14,2022-08-05T16:00:00.000Z
lesson_id_1643,group_id_17,2022-08-05T17:30:00.000Z
lesson_id_1644,group_id_16,2022-08-05T13:30:00.000Z
lesson_id_1645,group_id_19,2022-08-06T09:30:00.000Z
lesson_id_1646,group_id_4,2022-08-06T20:00:00.000Z
lesson_id_1647,group_id_2,2022-08-06T12:30:00.000Z
lesson_id_1648,group_id_16,2022-08-06T19:00:00.000Z
lesson_id_1649,group_id_15,2022-08-06T20:30:00.000Z
lesson_id_1650,group_id_9,2022-08-06T14:30:00.000Z
lesson_id_1651,group_id_18,2022-08-07T21:30:00.000Z
lesson_id_1652,group_id_12,2022-08-07T09:30:00.000Z
lesson_id_1653,group_id_4,2022-08-07T14:00:00.000Z
lesson_id_1654,group_id_19,2022-08-07T18:00:00.000Z
lesson_id_1655,group_id_10,2022-08-07T14:30:00.000Z
lesson_id_1656,group_id_17,2022-08-07T16:30:00.000Z
lesson_id_1657,group_id_13,2022-08-08T18:30:00.000Z
lesson_id_1658,group_id_15,2022-08-08T19:00:00.000Z
lesson_id_1659,group_id_11,2022-08-09T15:30:00.000Z
lesson_id_1660,group_id_3,2022-08-09T10:00:00.000Z
lesson_id_1661,group_id_11,2022-08-09T12:30:00.000Z
lesson_id_1662,group_id_10,2022-08-10T20:30:00.000Z
lesson_id_1663,group_id_20,2022-08-10T19:30:00.000Z
lesson_id_1664,group_id_9,2022-08-10T16:30:00.000Z
lesson_id_1665,group_id_19,2022-08-10T17:30:00.000Z
lesson_id_1666,group_id_6,2022-08-11T11:00:00.000Z
lesson_id_1667,group_id_5,2022-08-11T20:00:00.000Z
lesson_id_1668,group_id_9,2022-08-11T20:00:00.000Z
lesson_id_1669,group_id_7,2022-08-11T11:30:00.000Z
lesson_id_1670,group_id_4,2022-08-11T10:00:00.000Z
lesson_id_1671,group_id_18,2022-08-12T09:00:00.000Z
lesson_id_1672,group_id_13,2022-08-12T17:00:00.000Z
lesson_id_1673,group_id_4,2022-08-12T13:00:00.000Z
lesson_id_1674,group_id_3,2022-08-12T19:30:00.000Z
lesson_id_1675,group_id_10,2022-08-12T12:00:00.000Z
lesson_id_1676,group_id_15,2022-08-13T19:00:00.000Z
lesson_id_1677,group_id_5,2022-08-13T17:00:00.000Z
lesson_id_1678,group_id_1,2022-08-13T09:30:00.000Z
lesson_id_1679,group_id_11,2022-08-13T16:30:00.000Z
lesson_id_1680,group_id_9,2022-08-14T17:30:00.000Z
lesson_id_1681,group_id_5,2022-08-14T20:00:00.000Z
lesson_id_1682,group_id_19,2022-08-14T18:30:00.000Z
lesson_id_1683,group_id_19,2022-08-14T15:30:00.000Z
lesson_id_1684,group_id_12,2022-08-14T16:00:00.000Z
lesson_id_1685,group_id_3,2022-08-14T16:30:00.000Z
lesson_id_1686,group_id_14,2022-08-15T13:00:00.000Z
lesson_id_1687,group_id_10,2022-08-15T09:00:00.000Z
lesson_id_1688,group_id_17,2022-08-15T21:00:00.000Z
lesson_id_1689,group_id_12,2022-08-15T13:30:00.000Z
lesson_id_1690,group_id_1,2022-08-16T20:30:00.000Z
lesson_id_1691,group_id_16,2022-08-16T13:00:00.000Z
lesson_id_1692,group_id_14,2022-08-16T21:30:00.000Z
lesson_id_1693,group_id_20,2022-08-16T12:00:00.000Z
lesson_id_1694,group_id_18,2022-08-16T14:00:00.000Z
lesson_id_1695,group_id_14,2022-08-16T17:30:00.000Z
lesson_id_1696,group_id_8,2022-08-17T11:30:00.000Z
lesson_id_1697,group_id_13,2022-08-17T12:30:00.000Z
lesson_id_1698,group_id_3,2022-08-17T15:00:00.000Z
lesson_id_1699,group_id_17,2022-08-17T21:30:00.000Z
lesson_id_1700,group_id_10,2022-08-17T19:30:00.000Z
lesson_id_1701,group_id_7,2022-08-18T10:00:00.000Z
lesson_id_1702,group_id_5,2022-08-18T13:00:00.000Z
lesson_id_1703,group_id_15,2022-08-18T18:30:00.000Z
lesson_id_1704,group_id_9,2022-08-18T20:30:00.000Z
lesson_id_1705,group_id_7,2022-08-18T14:00:00.000Z
lesson_id_1706,group_id_2,2022-08-19T17:00:00.000Z
lesson_id_1707,group_id_6,2022-08-19T10:30:00.000Z
lesson_id_1708,group_id_9,2022-08-19T11:30:00.000Z
lesson_id_1709,group_id_8,2022-08-20T10:00:00.000Z
lesson_id_1710,group_id_1,2022-08-20T16:00:00.000Z
lesson_id_1711,group_id_14,2022-08-21T13:30:00.000Z
lesson_id_1712,group_id_12,2022-08-21T16:00:00.000Z
lesson_id_1713,group_id_11,2022-08-21T10:00:00.000Z
lesson_id_1714,group_id_2,2022-08-21T13:30:00.000Z
lesson_id_1715,group_id_18,2022-08-22T16:00:00.000Z
lesson_id_1716,group_id_7,2022-08-22T13:30:00.000Z
lesson_id_1717,group_id_4,2022-08-23T21:00:00.000Z
lesson_id_1718,group_id_13,2022-08-23T21:30:00.000Z
lesson_id_1719,group_id_2,2022-08-24T12:30:00.000Z
lesson_id_1720,group_id_4,2022-08-24T17:00:00.000Z
lesson_id_1721,group_id_16,2022-08-24T15:30:00.000Z
lesson_id_1722,group_id_6,2022-08-25T19:00:00.000Z
lesson_id_1723,group_id_18,2022-08-25T17:00:00.000Z
lesson_id_1724,group_id_9,2022-08-25T16:30:00.000Z
lesson_id_1725,group_id_7,2022-08-25T14:00:00.000Z
lesson_id_1726,group_id_4,2022-08-26T12:30:00.000Z
lesson_id_1727,group_id_11,2022-08-26T09:00:00.000Z
lesson_id_1728,group_id_9,2022-08-26T18:00:00.000Z
lesson_id_1729,group_id_8,2022-08-27T09:00:00.000Z
lesson_id_1730,group_id_19,2022-08-27T21:30:00.000Z
lesson_id_1731,group_id_20,2022-08-27T11:30:00.000Z
lesson_id_1732,group_id_3,2022-08-27T12:00:00.000Z
lesson_id_1733,group_id_16,2022-08-27T10:30:00.000Z
lesson_id_1734,group_id_2,2022-08-28T14:00:00.000Z
lesson_id_1735,group_id_18,2022-08-28T21:00:00.000Z
lesson_id_1736,group_id_16,2022-08-29T12:30:00.000Z
lesson_id_1737,group_id_18,2022-08-29T21:30:00.000Z
lesson_id_1738,group_id_15,2022-08-29T20:00:00.000Z
lesson_id_1739,group_id_13,2022-08-30T14:00:00.000Z
lesson_id_1740,group_id_9,2022-08-30T09:30:00.000Z
lesson_id_1741,group_id_18,2022-08-31T13:30:00.000Z
lesson_id_1742,group_id_7,2022-08-31T18:00:00.000Z
lesson_id_1743,group_id_18,2022-08-31T14:30:00.000Z
lesson_id_1744,group_id_15,2022-08-31T13:00:00.000Z
lesson_id_1745,group_id_3,2022-08-31T17:00:00.000Z
lesson_id_1746,group_id_10,2022-09-01T13:30:00.000Z
lesson_id_1747,group_id_15,2022-09-01T09:30:00.000Z
lesson_id_1748,group_id_6,2022-09-01T09:30:00.000Z
lesson_id_1749,group_id_20,2022-09-01T12:30:00.000Z
lesson_id_1750,group_id_3,2022-09-01T19:30:00.000Z
lesson_id_1751,group_id_7,2022-09-01T17:30:00.000Z
lesson_id_1752,group_id_18,2022-09-01T11:30:00.000Z
lesson_id_1753,group_id_11,2022-09-01T15:30:00.000Z
lesson_id_1754,group_id_4,2022-09-01T10:00:00.000Z
lesson_id_1755,group_id_2,2022-09-01T11:00:00.000Z
lesson_id_1756,group_id_2,2022-09-01T12:00:00.000Z
lesson_id_1757,group_id_16,2022-09-01T12:00:00.000Z
lesson_id_1758,group_id_2,2022-09-01T18:30:00.000Z
lesson_id_1759,group_id_16,2022-09-01T17:30:00.000Z
lesson_id_1760,group_id_12,2022-09-02T12:00:00.000Z
lesson_id_1761,group_id_1,2022-09-02T12:30:00.000Z
lesson_id_1762,group_id_3,2022-09-02T16:00:00.000Z
lesson_id_1763,group_id_12,2022-09-02T17:30:00.000Z
lesson_id_1764,group_id_12,2022-09-02T21:00:00.000Z
lesson_id_1765,group_id_20,2022-09-02T13:00:00.000Z
lesson_id_1766,group_id_3,2022-09-02T13:00:00.000Z
lesson_id_1767,group_id_7,2022-09-02T17:00:00.000Z
lesson_id_1768,group_id_4,2022-09-02T20:00:00.000Z
lesson_id_1769,group_id_18,2022-09-02T15:00:00.000Z
lesson_id_1770,group_id_7,2022-09-02T17:00:00.000Z
lesson_id_1771,group_id_6,2022-09-03T17:30:00.000Z
lesson_id_1772,group_id_4,2022-09-03T21:30:00.000Z
lesson_id_1773,group_id_15,2022-09-03T20:30:00.000Z
lesson_id_1774,group_id_4,2022-09-03T11:00:00.000Z
lesson_id_1775,group_id_18,2022-09-03T15:30:00.000Z
lesson_id_1776,group_id_6,2022-09-03T17:30:00.000Z
lesson_id_1777,group_id_12,2022-09-03T14:30:00.000Z
lesson_id_1778,group_id_12,2022-09-03T15:30:00.000Z
lesson_id_1779,group_id_11,2022-09-03T18:00:00.000Z
lesson_id_1780,group_id_19,2022-09-03T17:00:00.000Z
lesson_id_1781,group_id_13,2022-09-03T21:30:00.000Z
lesson_id_1782,group_id_12,2022-09-03T16:30:00.000Z
lesson_id_1783,group_id_13,2022-09-03T09:00:00.000Z
lesson_id_1784,group_id_10,2022-09-03T18:00:00.000Z
lesson_id_1785,group_id_17,2022-09-03T11:30:00.000Z
lesson_id_1786,group_id_10,2022-09-04T12:00:00.000Z
lesson_id_1787,group_id_11,2022-09-04T09:30:00.000Z
lesson_id_1788,group_id_18,2022-09-04T17:00:00.000Z
lesson_id_1789,group_id_4,2022-09-04T09:30:00.000Z
lesson_id_1790,group_id_12,2022-09-04T11:00:00.000Z
lesson_id_1791,group_id_9,2022-09-04T14:00:00.000Z
lesson_id_1792,group_id_8,2022-09-04T13:30:00.000Z
lesson_id_1793,group_id_3,2022-09-04T18:30:00.000Z
lesson_id_1794,group_id_19,2022-09-04T12:00:00.000Z
lesson_id_1795,group_id_11,2022-09-04T21:30:00.000Z
lesson_id_1796,group_id_6,2022-09-04T16:00:00.000Z
lesson_id_1797,group_id_10,2022-09-05T09:30:00.000Z
lesson_id_1798,group_id_3,2022-09-05T21:00:00.000Z
lesson_id_1799,group_id_11,2022-09-05T14:30:00.000Z
lesson_id_1800,group_id_14,2022-09-05T10:00:00.000Z
lesson_id_1801,group_id_20,2022-09-05T09:30:00.000Z
lesson_id_1802,group_id_2,2022-09-05T13:00:00.000Z
lesson_id_1803,group_id_11,2022-09-05T17:00:00.000Z
lesson_id_1804,group_id_11,2022-09-05T17:00:00.000Z
lesson_id_1805,group_id_5,2022-09-05T09:30:00.000Z
lesson_id_1806,group_id_15,2022-09-05T21:00:00.000Z
lesson_id_1807,group_id_8,2022-09-05T15:30:00.000Z
lesson_id_1808,group_id_13,2022-09-05T11:00:00.000Z
lesson_id_1809,group_id_11,2022-09-05T10:30:00.000Z
lesson_id_1810,group_id_19,2022-09-05T20:00:00.000Z
lesson_id_1811,group_id_18,2022-09-05T15:30:00.000Z
lesson_id_1812,group_id_13,2022-09-06T17:30:00.000Z
lesson_id_1813,group_id_5,2022-09-06T21:00:00.000Z
lesson_id_1814,group_id_16,2022-09-06T17:00:00.000Z
lesson_id_1815,group_id_16,2022-09-06T15:00:00.000Z
lesson_id_1816,group_id_18,2022-09-06T18:00:00.000Z
lesson_id_1817,group_id_8,2022-09-06T10:30:00.000Z
lesson_id_1818,group_id_14,2022-09-06T14:00:00.000Z
lesson_id_1819,group_id_4,2022-09-06T19:30:00.000Z
lesson_id_1820,group_id_14,2022-09-06T14:30:00.000Z
lesson_id_1821,group_id_7,2022-09-06T14:30:00.000Z
lesson_id_1822,group_id_20,2022-09-06T19:00:00.000Z
lesson_id_1823,group_id_6,2022-09-07T14:30:00.000Z
lesson_id_1824,group_id_20,2022-09-07T11:30:00.000Z
lesson_id_1825,group_id_2,2022-09-07T12:00:00.000Z
lesson_id_1826,group_id_12,2022-09-07T11:00:00.000Z
lesson_id_1827,group_id_4,2022-09-07T20:00:00.000Z
lesson_id_1828,group_id_8,2022-09-07T18:00:00.000Z
lesson_id_1829,group_id_10,2022-09-07T09:30:00.000Z
lesson_id_1830,group_id_4,2022-09-07T13:30:00.000Z
lesson_id_1831,group_id_16,2022-09-07T09:30:00.000Z
lesson_id_1832,group_id_7,2022-09-07T20:00:00.000Z
lesson_id_1833,group_id_7,2022-09-07T17:30:00.000Z
lesson_id_1834,group_id_18,2022-09-07T16:00:00.000Z
lesson_id_1835,group_id_1,2022-09-07T15:00:00.000Z
lesson_id_1836,group_id_6,2022-09-08T09:30:00.000Z
lesson_id_1837,group_id_7,2022-09-08T21:30:00.000Z
lesson_id_1838,group_id_2,2022-09-08T16:00:00.000Z
lesson_id_1839,group_id_3,2022-09-08T15:30:00.000Z
lesson_id_1840,group_id_12,2022-09-08T10:00:00.000Z
lesson_id_1841,group_id_10,2022-09-08T19:30:00.000Z
lesson_id_1842,group_id_8,2022-09-08T15:00:00.000Z
lesson_id_1843,group_id_11,2022-09-08T16:00:00.000Z
lesson_id_1844,group_id_6,2022-09-08T12:30:00.000Z
lesson_id_1845,group_id_18,2022-09-08T20:00:00.000Z
lesson_id_1846,group_id_2,2022-09-08T12:30:00.000Z
lesson_id_1847,group_id_11,2022-09-08T16:30:00.000Z
lesson_id_1848,group_id_6,2022-09-08T09:30:00.000Z
lesson_id_1849,group_id_12,2022-09-09T19:30:00.000Z
lesson_id_1850,group_id_8,2022-09-09T17:30:00.000Z
lesson_id_1851,group_id_2,2022-09-09T19:30:00.000Z
lesson_id_1852,group_id_13,2022-09-09T09:30:00.000Z
lesson_id_1853,group_id_8,2022-09-09T11:30:00.000Z
lesson_id_1854,group_id_13,2022-09-09T19:00:00.000Z
lesson_id_1855,group_id_3,2022-09-09T20:30:00.000Z
lesson_id_1856,group_id_17,2022-09-09T19:00:00.000Z
lesson_id_1857,group_id_14,2022-09-09T12:00:00.000Z
lesson_id_1858,group_id_14,2022-09-09T13:30:00.000Z
lesson_id_1859,group_id_15,2022-09-09T17:00:00.000Z
lesson_id_1860,group_id_7,2022-09-09T19:00:00.000Z
lesson_id_1861,group_id_19,2022-09-09T17:00:00.000Z
lesson_id_1862,group_id_10,2022-09-10T20:00:00.000Z
lesson_id_1863,group_id_14,2022-09-10T21:00:00.000Z
lesson_id_1864,group_id_19,2022-09-10T11:30:00.000Z
lesson_id_1865,group_id_3,2022-09-10T17:00:00.000Z
lesson_id_1866,group_id_6,2022-09-10T14:00:00.000Z
lesson_id_1867,group_id_1,2022-09-10T21:30:00.000Z
lesson_id_1868,group_id_14,2022-09-10T15:30:00.000Z
lesson_id_1869,group_id_15,2022-09-10T20:30:00.000Z
lesson_id_1870,group_id_5,2022-09-10T21:00:00.000Z
lesson_id_1871,group_id_4,2022-09-10T11:00:00.000Z
lesson_id_1872,group_id_1,2022-09-10T21:30:00.000Z
lesson_id_1873,group_id_20,2022-09-10T18:00:00.000Z
lesson_id_1874,group_id_8,2022-09-11T12:00:00.000Z
lesson_id_1875,group_id_12,2022-09-11T10:30:00.000Z
lesson_id_1876,group_id_5,2022-09-11T17:30:00.000Z
lesson_id_1877,group_id_12,2022-09-11T11:30:00.000Z
lesson_id_1878,group_id_16,2022-09-11T16:00:00.000Z
lesson_id_1879,group_id_6,2022-09-11T12:00:00.000Z
lesson_id_1880,group_id_2,2022-09-11T15:00:00.000Z
lesson_id_1881,group_id_9,2022-09-11T15:00:00.000Z
lesson_id_1882,group_id_7,2022-09-11T21:00:00.000Z
lesson_id_1883,group_id_3,2022-09-11T11:30:00.000Z
lesson_id_1884,group_id_20,2022-09-11T16:30:00.000Z
lesson_id_1885,group_id_15,2022-09-11T12:30:00.000Z
lesson_id_1886,group_id_13,2022-09-11T21:00:00.000Z
lesson_id_1887,group_id_20,2022-09-11T20:30:00.000Z
lesson_id_1888,group_id_11,2022-09-11T15:00:00.000Z
lesson_id_1889,group_id_4,2022-09-12T16:30:00.000Z
lesson_id_1890,group_id_2,2022-09-12T12:30:00.000Z
lesson_id_1891,group_id_2,2022-09-12T17:30:00.000Z
lesson_id_1892,group_id_17,2022-09-12T21:00:00.000Z
lesson_id_1893,group_id_7,2022-09-12T13:30:00.000Z
lesson_id_1894,group_id_13,2022-09-12T13:30:00.000Z
lesson_id_1895,group_id_15,2022-09-12T11:30:00.000Z
lesson_id_1896,group_id_10,2022-09-12T18:00:00.000Z
lesson_id_1897,group_id_17,2022-09-12T11:30:00.000Z
lesson_id_1898,group_id_15,2022-09-12T10:00:00.000Z
lesson_id_1899,group_id_6,2022-09-12T21:00:00.000Z
lesson_id_1900,group_id_13,2022-09-12T15:30:00.000Z
lesson_id_1901,group_id_15,2022-09-12T09:00:00.000Z
lesson_id_1902,group_id_15,2022-09-12T18:00:00.000Z
lesson_id_1903,group_id_15,2022-09-12T10:30:00.000Z
lesson_id_1904,group_id_6,2022-09-13T20:00:00.000Z
lesson_id_1905,group_id_3,2022-09-13T10:30:00.000Z
lesson_id_1906,group_id_12,2022-09-13T10:30:00.000Z
lesson_id_1907,group_id_17,2022-09-13T18:00:00.000Z
lesson_id_1908,group_id_13,2022-09-13T17:30:00.000Z
lesson_id_1909,group_id_2,2022-09-13T21:00:00.000Z
lesson_id_1910,group_id_11,2022-09-13T18:00:00.000Z
lesson_id_1911,group_id_6,2022-09-13T11:00:00.000Z
lesson_id_1912,group_id_2,2022-09-13T15:30:00.000Z
lesson_id_1913,group_id_10,2022-09-13T20:30:00.000Z
lesson_id_1914,group_id_10,2022-09-13T19:00:00.000Z
lesson_id_1915,group_id_4,2022-09-13T11:00:00.000Z
lesson_id_1916,group_id_1,2022-09-13T18:30:00.000Z
lesson_id_1917,group_id_15,2022-09-14T16:30:00.000Z
lesson_id_1918,group_id_18,2022-09-14T21:00:00.000Z
lesson_id_1919,group_id_20,2022-09-14T16:00:00.000Z
lesson_id_1920,group_id_7,2022-09-14T18:30:00.000Z
lesson_id_1921,group_id_15,2022-09-14T15:30:00.000Z
lesson_id_1922,group_id_3,2022-09-14T18:00:00.000Z
lesson_id_1923,group_id_8,2022-09-14T17:30:00.000Z
lesson_id_1924,group_id_20,2022-09-14T19:00:00.000Z
lesson_id_1925,group_id_2,2022-09-14T11:00:00.000Z
lesson_id_1926,group_id_2,2022-09-14T19:30:00.000Z
lesson_id_1927,group_id_2,2022-09-14T11:00:00.000Z
lesson_id_1928,group_id_20,2022-09-15T13:30:00.000Z
lesson_id_1929,group_id_3,2022-09-15T09:00:00.000Z
lesson_id_1930,group_id_14,2022-09-15T11:00:00.000Z
lesson_id_1931,group_id_10,2022-09-15T18:00:00.000Z
lesson_id_1932,group_id_15,2022-09-15T20:30:00.000Z
lesson_id_1933,group_id_2,2022-09-15T10:30:00.000Z
lesson_id_1934,group_id_11,2022-09-15T14:30:00.000Z
lesson_id_1935,group_id_3,2022-09-15T21:30:00.000Z
lesson_id_1936,group_id_18,2022-09-15T10:30:00.000Z
lesson_id_1937,group_id_16,2022-09-15T11:00:00.000Z
lesson_id_1938,group_id_9,2022-09-15T14:30:00.000Z
lesson_id_1939,group_id_17,2022-09-15T12:00:00.000Z
lesson_id_1940,group_id_20,2022-09-15T09:00:00.000Z
lesson_id_1941,group_id_19,2022-09-15T20:00:00.000Z
lesson_id_1942,group_id_16,2022-09-15T20:30:00.000Z
lesson_id_1943,group_id_20,2022-09-16T14:30:00.000Z
lesson_id_1944,group_id_17,2022-09-16T18:30:00.000Z
lesson_id_1945,group_id_5,2022-09-16T18:30:00.000Z
lesson_id_1946,group_id_17,2022-09-16T20:30:00.000Z
lesson_id_1947,group_id_16,2022-09-16T21:00:00.000Z
lesson_id_1948,group_id_20,2022-09-16T12:30:00.000Z
lesson_id_1949,group_id_7,2022-09-16T09:00:00.000Z
lesson_id_1950,group_id_1,2022-09-16T16:00:00.000Z
lesson_id_1951,group_id_7,2022-09-16T21:30:00.000Z
lesson_id_1952,group_id_14,2022-09-16T09:30:00.000Z
lesson_id_1953,group_id_12,2022-09-16T17:00:00.000Z
lesson_id_1954,group_id_1,2022-09-16T19:00:00.000Z
lesson_id_1955,group_id_10,2022-09-16T13:00:00.000Z
lesson_id_1956,group_id_10,2022-09-16T13:30:00.000Z
lesson_id_1957,group_id_4,2022-09-17T19:30:00.000Z
lesson_id_1958,group_id_11,2022-09-17T15:00:00.000Z
lesson_id_1959,group_id_6,2022-09-17T12:30:00.000Z
lesson_id_1960,group_id_11,2022-09-17T19:30:00.000Z
lesson_id_1961,group_id_16,2022-09-17T21:00:00.000Z
lesson_id_1962,group_id_5,2022-09-17T16:00:00.000Z
lesson_id_1963,group_id_15,2022-09-17T17:30:00.000Z
lesson_id_1964,group_id_15,2022-09-17T21:30:00.000Z
lesson_id_1965,group_id_2,2022-09-17T17:30:00.000Z
lesson_id_1966,group_id_19,2022-09-17T20:30:00.000Z
lesson_id_1967,group_id_18,2022-09-17T17:00:00.000Z
lesson_id_1968,group_id_19,2022-09-18T19:30:00.000Z
lesson_id_1969,group_id_12,2022-09-18T10:00:00.000Z
lesson_id_1970,group_id_9,2022-09-18T09:30:00.000Z
lesson_id_1971,group_id_13,2022-09-18T19:00:00.000Z
lesson_id_1972,group_id_19,2022-09-18T18:30:00.000Z
lesson_id_1973,group_id_6,2022-09-18T18:00:00.000Z
lesson_id_1974,group_id_10,2022-09-18T20:30:00.000Z
lesson_id_1975,group_id_2,2022-09-18T13:30:00.000Z
lesson_id_1976,group_id_3,2022-09-18T16:00:00.000Z
lesson_id_1977,group_id_12,2022-09-18T16:30:00.000Z
lesson_id_1978,group_id_7,2022-09-18T17:30:00.000Z
lesson_id_1979,group_id_6,2022-09-18T10:30:00.000Z
lesson_id_1980,group_id_7,2022-09-19T10:30:00.000Z
lesson_id_1981,group_id_17,2022-09-19T09:30:00.000Z
lesson_id_1982,group_id_17,2022-09-19T11:00:00.000Z
lesson_id_1983,group_id_11,2022-09-19T16:30:00.000Z
lesson_id_1984,group_id_11,2022-09-19T11:00:00.000Z
lesson_id_1985,group_id_17,2022-09-19T19:00:00.000Z
lesson_id_1986,group_id_7,2022-09-19T20:00:00.000Z
lesson_id_1987,group_id_15,2022-09-19T15:00:00.000Z
lesson_id_1988,group_id_1,2022-09-19T13:00:00.000Z
lesson_id_1989,group_id_20,2022-09-19T10:30:00.000Z
lesson_id_1990,group_id_15,2022-09-19T09:00:00.000Z
lesson_id_1991,group_id_10,2022-09-20T09:30:00.000Z
lesson_id_1992,group_id_7,2022-09-20T14:00:00.000Z
lesson_id_1993,group_id_7,2022-09-20T13:30:00.000Z
lesson_id_1994,group_id_18,2022-09-20T14:30:00.000Z
lesson_id_1995,group_id_4,2022-09-20T13:00:00.000Z
lesson_id_1996,group_id_6,2022-09-20T13:00:00.000Z
