_id,lessonId,studentId
attendance_id_2262,lesson_id_407,student_id_92
attendance_id_2263,lesson_id_407,student_id_89
attendance_id_2264,lesson_id_407,student_id_30
attendance_id_2265,lesson_id_407,student_id_26
attendance_id_2266,lesson_id_407,student_id_98
attendance_id_2267,lesson_id_408,student_id_64
attendance_id_2268,lesson_id_408,student_id_101
attendance_id_2269,lesson_id_408,student_id_11
attendance_id_2270,lesson_id_408,student_id_35
attendance_id_2271,lesson_id_408,student_id_131
attendance_id_2272,lesson_id_408,student_id_62
attendance_id_2273,lesson_id_409,student_id_125
attendance_id_2274,lesson_id_409,student_id_47
attendance_id_2275,lesson_id_409,student_id_117
attendance_id_2276,lesson_id_409,student_id_8
attendance_id_2277,lesson_id_409,student_id_41
attendance_id_2278,lesson_id_409,student_id_140
attendance_id_2279,lesson_id_409,student_id_108
attendance_id_2280,lesson_id_410,student_id_105
attendance_id_2281,lesson_id_410,student_id_2
attendance_id_2282,lesson_id_410,student_id_88
attendance_id_2283,lesson_id_410,student_id_64
attendance_id_2284,lesson_id_410,student_id_76
attendance_id_2285,lesson_id_410,student_id_46
attendance_id_2286,lesson_id_410,student_id_134
attendance_id_2287,lesson_id_411,student_id_97
attendance_id_2288,lesson_id_411,student_id_66
attendance_id_2289,lesson_id_411,student_id_66
attendance_id_2290,lesson_id_411,student_id_18
attendance_id_2291,lesson_id_412,student_id_20
attendance_id_2292,lesson_id_412,student_id_9
attendance_id_2293,lesson_id_412,student_id_27
attendance_id_2294,lesson_id_412,student_id_119
attendance_id_2295,lesson_id_412,student_id_83
attendance_id_2296,lesson_id_412,student_id_53
attendance_id_2297,lesson_id_412,student_id_86
attendance_id_2298,lesson_id_413,student_id_105
attendance_id_2299,lesson_id_413,student_id_68
attendance_id_2300,lesson_id_413,student_id_11
attendance_id_2301,lesson_id_413,student_id_96
attendance_id_2302,lesson_id_413,student_id_32
attendance_id_2303,lesson_id_413,student_id_10
attendance_id_2304,lesson_id_414,student_id_144
attendance_id_2305,lesson_id_414,student_id_140
attendance_id_2306,lesson_id_414,student_id_1
attendance_id_2307,lesson_id_414,student_id_35
attendance_id_2308,lesson_id_414,student_id_126
attendance_id_2309,lesson_id_415,student_id_3
attendance_id_2310,lesson_id_415,student_id_68
attendance_id_2311,lesson_id_415,student_id_37
attendance_id_2312,lesson_id_415,student_id_125
attendance_id_2313,lesson_id_415,student_id_108
attendance_id_2314,lesson_id_416,student_id_109
attendance_id_2315,lesson_id_416,student_id_35
attendance_id_2316,lesson_id_416,student_id_131
attendance_id_2317,lesson_id_416,student_id_27
attendance_id_2318,lesson_id_416,student_id_68
attendance_id_2319,lesson_id_417,student_id_70
attendance_id_2320,lesson_id_417,student_id_117
attendance_id_2321,lesson_id_417,student_id_30
attendance_id_2322,lesson_id_417,student_id_136
attendance_id_2323,lesson_id_417,student_id_149
attendance_id_2324,lesson_id_417,student_id_59
attendance_id_2325,lesson_id_418,student_id_55
attendance_id_2326,lesson_id_418,student_id_6
attendance_id_2327,lesson_id_418,student_id_148
attendance_id_2328,lesson_id_418,student_id_106
attendance_id_2329,lesson_id_418,student_id_148
attendance_id_2330,lesson_id_418,student_id_12
attendance_id_2331,lesson_id_419,student_id_127
attendance_id_2332,lesson_id_419,student_id_103
attendance_id_2333,lesson_id_419,student_id_67
attendance_id_2334,lesson_id_419,student_id_1
attendance_id_2335,lesson_id_419,student_id_146
attendance_id_2336,lesson_id_419,student_id_45
attendance_id_2337,lesson_id_419,student_id_45
attendance_id_2338,lesson_id_420,student_id_131
attendance_id_2339,lesson_id_420,student_id_117
attendance_id_2340,lesson_id_420,student_id_70
attendance_id_2341,lesson_id_420,student_id_82
attendance_id_2342,lesson_id_420,student_id_90
attendance_id_2343,lesson_id_420,student_id_29
attendance_id_2344,lesson_id_421,student_id_85
attendance_id_2345,lesson_id_421,student_id_138
attendance_id_2346,lesson_id_421,student_id_117
attendance_id_2347,lesson_id_421,student_id_35
attendance_id_2348,lesson_id_421,student_id_126
attendance_id_2349,lesson_id_422,student_id_117
attendance_id_2350,lesson_id_422,student_id_69
attendance_id_2351,lesson_id_422,student_id_51
attendance_id_2352,lesson_id_422,student_id_6
attendance_id_2353,lesson_id_423,student_id_142
attendance_id_2354,lesson_id_423,student_id_144
attendance_id_2355,lesson_id_423,student_id_31
attendance_id_2356,lesson_id_423,student_id_28
attendance_id_2357,lesson_id_423,student_id_99
attendance_id_2358,lesson_id_423,student_id_70
attendance_id_2359,lesson_id_423,student_id_9
attendance_id_2360,lesson_id_424,student_id_79
attendance_id_2361,lesson_id_424,student_id_54
attendance_id_2362,lesson_id_424,student_id_129
attendance_id_2363,lesson_id_424,student_id_134
attendance_id_2364,lesson_id_424,student_id_17
attendance_id_2365,lesson_id_425,student_id_53
attendance_id_2366,lesson_id_425,student_id_141
attendance_id_2367,lesson_id_425,student_id_121
attendance_id_2368,lesson_id_425,student_id_114
attendance_id_2369,lesson_id_425,student_id_92
attendance_id_2370,lesson_id_425,student_id_132
attendance_id_2371,lesson_id_425,student_id_57
attendance_id_2372,lesson_id_426,student_id_55
attendance_id_2373,lesson_id_426,student_id_104
attendance_id_2374,lesson_id_426,student_id_73
attendance_id_2375,lesson_id_426,student_id_122
attendance_id_2376,lesson_id_426,student_id_116
attendance_id_2377,lesson_id_427,student_id_65
attendance_id_2378,lesson_id_427,student_id_25
attendance_id_2379,lesson_id_427,student_id_60
attendance_id_2380,lesson_id_427,student_id_3
attendance_id_2381,lesson_id_428,student_id_29
attendance_id_2382,lesson_id_428,student_id_90
attendance_id_2383,lesson_id_428,student_id_50
attendance_id_2384,lesson_id_428,student_id_132
attendance_id_2385,lesson_id_429,student_id_6
attendance_id_2386,lesson_id_429,student_id_48
attendance_id_2387,lesson_id_429,student_id_140
attendance_id_2388,lesson_id_429,student_id_33
attendance_id_2389,lesson_id_429,student_id_102
attendance_id_2390,lesson_id_429,student_id_35
attendance_id_2391,lesson_id_429,student_id_90
attendance_id_2392,lesson_id_430,student_id_43
attendance_id_2393,lesson_id_430,student_id_11
attendance_id_2394,lesson_id_430,student_id_68
attendance_id_2395,lesson_id_430,student_id_18
attendance_id_2396,lesson_id_430,student_id_44
attendance_id_2397,lesson_id_430,student_id_60
attendance_id_2398,lesson_id_431,student_id_9
attendance_id_2399,lesson_id_431,student_id_92
attendance_id_2400,lesson_id_431,student_id_116
attendance_id_2401,lesson_id_431,student_id_119
attendance_id_2402,lesson_id_432,student_id_2
attendance_id_2403,lesson_id_432,student_id_69
attendance_id_2404,lesson_id_432,student_id_72
attendance_id_2405,lesson_id_432,student_id_17
attendance_id_2406,lesson_id_432,student_id_6
attendance_id_2407,lesson_id_433,student_id_127
attendance_id_2408,lesson_id_433,student_id_70
attendance_id_2409,lesson_id_433,student_id_26
attendance_id_2410,lesson_id_433,student_id_145
attendance_id_2411,lesson_id_434,student_id_41
attendance_id_2412,lesson_id_434,student_id_70
attendance_id_2413,lesson_id_434,student_id_96
attendance_id_2414,lesson_id_434,student_id_62
attendance_id_2415,lesson_id_434,student_id_142
attendance_id_2416,lesson_id_435,student_id_16
attendance_id_2417,lesson_id_435,student_id_124
attendance_id_2418,lesson_id_435,student_id_80
attendance_id_2419,lesson_id_435,student_id_26
attendance_id_2420,lesson_id_436,student_id_37
attendance_id_2421,lesson_id_436,student_id_71
attendance_id_2422,lesson_id_436,student_id_140
attendance_id_2423,lesson_id_436,student_id_120
attendance_id_2424,lesson_id_436,student_id_8
attendance_id_2425,lesson_id_437,student_id_39
attendance_id_2426,lesson_id_437,student_id_100
attendance_id_2427,lesson_id_437,student_id_66
attendance_id_2428,lesson_id_437,student_id_148
attendance_id_2429,lesson_id_437,student_id_105
attendance_id_2430,lesson_id_437,student_id_53
attendance_id_2431,lesson_id_437,student_id_47
attendance_id_2432,lesson_id_438,student_id_96
attendance_id_2433,lesson_id_438,student_id_21
attendance_id_2434,lesson_id_438,student_id_127
attendance_id_2435,lesson_id_438,student_id_77
attendance_id_2436,lesson_id_438,student_id_37
attendance_id_2437,lesson_id_439,student_id_75
attendance_id_2438,lesson_id_439,student_id_4
attendance_id_2439,lesson_id_439,student_id_68
attendance_id_2440,lesson_id_439,student_id_55
attendance_id_2441,lesson_id_439,student_id_45
attendance_id_2442,lesson_id_440,student_id_26
attendance_id_2443,lesson_id_440,student_id_28
attendance_id_2444,lesson_id_440,student_id_137
attendance_id_2445,lesson_id_440,student_id_14
attendance_id_2446,lesson_id_440,student_id_10
attendance_id_2447,lesson_id_440,student_id_50
attendance_id_2448,lesson_id_440,student_id_79
attendance_id_2449,lesson_id_441,student_id_135
attendance_id_2450,lesson_id_441,student_id_111
attendance_id_2451,lesson_id_441,student_id_26
attendance_id_2452,lesson_id_441,student_id_98
attendance_id_2453,lesson_id_441,student_id_56
attendance_id_2454,lesson_id_441,student_id_13
attendance_id_2455,lesson_id_441,student_id_122
attendance_id_2456,lesson_id_442,student_id_39
attendance_id_2457,lesson_id_442,student_id_140
attendance_id_2458,lesson_id_442,student_id_103
attendance_id_2459,lesson_id_442,student_id_115
attendance_id_2460,lesson_id_443,student_id_15
attendance_id_2461,lesson_id_443,student_id_39
attendance_id_2462,lesson_id_443,student_id_9
attendance_id_2463,lesson_id_443,student_id_9
attendance_id_2464,lesson_id_443,student_id_86
attendance_id_2465,lesson_id_444,student_id_101
attendance_id_2466,lesson_id_444,student_id_107
attendance_id_2467,lesson_id_444,student_id_35
attendance_id_2468,lesson_id_444,student_id_18
attendance_id_2469,lesson_id_444,student_id_147
attendance_id_2470,lesson_id_445,student_id_51
attendance_id_2471,lesson_id_445,student_id_105
attendance_id_2472,lesson_id_445,student_id_140
attendance_id_2473,lesson_id_445,student_id_150
attendance_id_2474,lesson_id_445,student_id_8
attendance_id_2475,lesson_id_445,student_id_3
attendance_id_2476,lesson_id_446,student_id_120
attendance_id_2477,lesson_id_446,student_id_122
attendance_id_2478,lesson_id_446,student_id_81
attendance_id_2479,lesson_id_446,student_id_8
attendance_id_2480,lesson_id_446,student_id_16
attendance_id_2481,lesson_id_446,student_id_25
attendance_id_2482,lesson_id_447,student_id_63
attendance_id_2483,lesson_id_447,student_id_35
attendance_id_2484,lesson_id_447,student_id_86
attendance_id_2485,lesson_id_447,student_id_145
attendance_id_2486,lesson_id_447,student_id_4
attendance_id_2487,lesson_id_447,student_id_7
attendance_id_2488,lesson_id_447,student_id_119
attendance_id_2489,lesson_id_448,student_id_119
attendance_id_2490,lesson_id_448,student_id_23
attendance_id_2491,lesson_id_448,student_id_49
attendance_id_2492,lesson_id_448,student_id_9
attendance_id_2493,lesson_id_448,student_id_116
attendance_id_2494,lesson_id_449,student_id_42
attendance_id_2495,lesson_id_449,student_id_24
attendance_id_2496,lesson_id_449,student_id_28
attendance_id_2497,lesson_id_449,student_id_53
attendance_id_2498,lesson_id_449,student_id_139
attendance_id_2499,lesson_id_450,student_id_145
attendance_id_2500,lesson_id_450,student_id_11
attendance_id_2501,lesson_id_450,student_id_131
attendance_id_2502,lesson_id_450,student_id_121
attendance_id_2503,lesson_id_450,student_id_20
attendance_id_2504,lesson_id_450,student_id_100
attendance_id_2505,lesson_id_450,student_id_127
attendance_id_2506,lesson_id_451,student_id_48
attendance_id_2507,lesson_id_451,student_id_31
attendance_id_2508,lesson_id_451,student_id_7
attendance_id_2509,lesson_id_451,student_id_65
attendance_id_2510,lesson_id_451,student_id_81
attendance_id_2511,lesson_id_452,student_id_105
attendance_id_2512,lesson_id_452,student_id_29
attendance_id_2513,lesson_id_452,student_id_127
attendance_id_2514,lesson_id_452,student_id_29
attendance_id_2515,lesson_id_452,student_id_146
attendance_id_2516,lesson_id_452,student_id_43
attendance_id_2517,lesson_id_453,student_id_122
attendance_id_2518,lesson_id_453,student_id_2
attendance_id_2519,lesson_id_453,student_id_117
attendance_id_2520,lesson_id_453,student_id_66
attendance_id_2521,lesson_id_454,student_id_63
attendance_id_2522,lesson_id_454,student_id_105
attendance_id_2523,lesson_id_454,student_id_14
attendance_id_2524,lesson_id_454,student_id_38
attendance_id_2525,lesson_id_454,student_id_58
attendance_id_2526,lesson_id_454,student_id_78
attendance_id_2527,lesson_id_455,student_id_34
attendance_id_2528,lesson_id_455,student_id_48
attendance_id_2529,lesson_id_455,student_id_93
attendance_id_2530,lesson_id_455,student_id_37
attendance_id_2531,lesson_id_455,student_id_24
attendance_id_2532,lesson_id_455,student_id_102
attendance_id_2533,lesson_id_456,student_id_37
attendance_id_2534,lesson_id_456,student_id_88
attendance_id_2535,lesson_id_456,student_id_47
attendance_id_2536,lesson_id_456,student_id_55
attendance_id_2537,lesson_id_457,student_id_22
attendance_id_2538,lesson_id_457,student_id_37
attendance_id_2539,lesson_id_457,student_id_5
attendance_id_2540,lesson_id_457,student_id_150
attendance_id_2541,lesson_id_457,student_id_70
attendance_id_2542,lesson_id_457,student_id_79
attendance_id_2543,lesson_id_458,student_id_122
attendance_id_2544,lesson_id_458,student_id_47
attendance_id_2545,lesson_id_458,student_id_97
attendance_id_2546,lesson_id_458,student_id_6
attendance_id_2547,lesson_id_458,student_id_54
attendance_id_2548,lesson_id_458,student_id_47
attendance_id_2549,lesson_id_458,student_id_108
attendance_id_2550,lesson_id_459,student_id_81
attendance_id_2551,lesson_id_459,student_id_25
attendance_id_2552,lesson_id_459,student_id_58
attendance_id_2553,lesson_id_459,student_id_34
attendance_id_2554,lesson_id_459,student_id_121
attendance_id_2555,lesson_id_459,student_id_105
attendance_id_2556,lesson_id_460,student_id_120
attendance_id_2557,lesson_id_460,student_id_77
attendance_id_2558,lesson_id_460,student_id_143
attendance_id_2559,lesson_id_460,student_id_7
attendance_id_2560,lesson_id_461,student_id_70
attendance_id_2561,lesson_id_461,student_id_89
attendance_id_2562,lesson_id_461,student_id_92
attendance_id_2563,lesson_id_461,student_id_150
attendance_id_2564,lesson_id_461,student_id_139
attendance_id_2565,lesson_id_462,student_id_29
attendance_id_2566,lesson_id_462,student_id_98
attendance_id_2567,lesson_id_462,student_id_10
attendance_id_2568,lesson_id_462,student_id_34
attendance_id_2569,lesson_id_462,student_id_28
attendance_id_2570,lesson_id_462,student_id_28
attendance_id_2571,lesson_id_463,student_id_82
attendance_id_2572,lesson_id_463,student_id_138
attendance_id_2573,lesson_id_463,student_id_149
attendance_id_2574,lesson_id_463,student_id_24
attendance_id_2575,lesson_id_464,student_id_111
attendance_id_2576,lesson_id_464,student_id_139
attendance_id_2577,lesson_id_464,student_id_104
attendance_id_2578,lesson_id_464,student_id_74
attendance_id_2579,lesson_id_464,student_id_138
attendance_id_2580,lesson_id_465,student_id_66
attendance_id_2581,lesson_id_465,student_id_123
attendance_id_2582,lesson_id_465,student_id_143
attendance_id_2583,lesson_id_465,student_id_110
attendance_id_2584,lesson_id_465,student_id_132
attendance_id_2585,lesson_id_465,student_id_108
attendance_id_2586,lesson_id_465,student_id_33
attendance_id_2587,lesson_id_466,student_id_119
attendance_id_2588,lesson_id_466,student_id_98
attendance_id_2589,lesson_id_466,student_id_16
attendance_id_2590,lesson_id_466,student_id_3
attendance_id_2591,lesson_id_466,student_id_129
attendance_id_2592,lesson_id_467,student_id_80
attendance_id_2593,lesson_id_467,student_id_117
attendance_id_2594,lesson_id_467,student_id_67
attendance_id_2595,lesson_id_467,student_id_7
attendance_id_2596,lesson_id_467,student_id_131
attendance_id_2597,lesson_id_467,student_id_60
attendance_id_2598,lesson_id_468,student_id_143
attendance_id_2599,lesson_id_468,student_id_23
attendance_id_2600,lesson_id_468,student_id_145
attendance_id_2601,lesson_id_468,student_id_29
attendance_id_2602,lesson_id_468,student_id_147
attendance_id_2603,lesson_id_468,student_id_9
attendance_id_2604,lesson_id_468,student_id_126
attendance_id_2605,lesson_id_469,student_id_146
attendance_id_2606,lesson_id_469,student_id_34
attendance_id_2607,lesson_id_469,student_id_22
attendance_id_2608,lesson_id_469,student_id_112
attendance_id_2609,lesson_id_469,student_id_77
attendance_id_2610,lesson_id_469,student_id_12
attendance_id_2611,lesson_id_470,student_id_104
attendance_id_2612,lesson_id_470,student_id_147
attendance_id_2613,lesson_id_470,student_id_136
attendance_id_2614,lesson_id_470,student_id_52
attendance_id_2615,lesson_id_471,student_id_33
attendance_id_2616,lesson_id_471,student_id_51
attendance_id_2617,lesson_id_471,student_id_84
attendance_id_2618,lesson_id_471,student_id_59
attendance_id_2619,lesson_id_471,student_id_72
attendance_id_2620,lesson_id_471,student_id_139
attendance_id_2621,lesson_id_471,student_id_69
attendance_id_2622,lesson_id_472,student_id_70
attendance_id_2623,lesson_id_472,student_id_115
attendance_id_2624,lesson_id_472,student_id_11
attendance_id_2625,lesson_id_472,student_id_130
attendance_id_2626,lesson_id_472,student_id_41
attendance_id_2627,lesson_id_472,student_id_31
attendance_id_2628,lesson_id_472,student_id_58
attendance_id_2629,lesson_id_473,student_id_82
attendance_id_2630,lesson_id_473,student_id_71
attendance_id_2631,lesson_id_473,student_id_111
attendance_id_2632,lesson_id_473,student_id_48
attendance_id_2633,lesson_id_473,student_id_38
attendance_id_2634,lesson_id_473,student_id_3
attendance_id_2635,lesson_id_473,student_id_44
attendance_id_2636,lesson_id_474,student_id_43
attendance_id_2637,lesson_id_474,student_id_52
attendance_id_2638,lesson_id_474,student_id_126
attendance_id_2639,lesson_id_474,student_id_38
attendance_id_2640,lesson_id_475,student_id_92
attendance_id_2641,lesson_id_475,student_id_85
attendance_id_2642,lesson_id_475,student_id_1
attendance_id_2643,lesson_id_475,student_id_54
attendance_id_2644,lesson_id_476,student_id_1
attendance_id_2645,lesson_id_476,student_id_16
attendance_id_2646,lesson_id_476,student_id_6
attendance_id_2647,lesson_id_476,student_id_5
attendance_id_2648,lesson_id_476,student_id_141
attendance_id_2649,lesson_id_477,student_id_64
attendance_id_2650,lesson_id_477,student_id_75
attendance_id_2651,lesson_id_477,student_id_104
attendance_id_2652,lesson_id_477,student_id_117
attendance_id_2653,lesson_id_477,student_id_62
attendance_id_2654,lesson_id_477,student_id_29
attendance_id_2655,lesson_id_477,student_id_2
attendance_id_2656,lesson_id_478,student_id_133
attendance_id_2657,lesson_id_478,student_id_134
attendance_id_2658,lesson_id_478,student_id_147
attendance_id_2659,lesson_id_478,student_id_146
attendance_id_2660,lesson_id_479,student_id_32
attendance_id_2661,lesson_id_479,student_id_65
attendance_id_2662,lesson_id_479,student_id_31
attendance_id_2663,lesson_id_479,student_id_104
attendance_id_2664,lesson_id_480,student_id_6
attendance_id_2665,lesson_id_480,student_id_149
attendance_id_2666,lesson_id_480,student_id_24
attendance_id_2667,lesson_id_480,student_id_99
attendance_id_2668,lesson_id_481,student_id_61
attendance_id_2669,lesson_id_481,student_id_36
attendance_id_2670,lesson_id_481,student_id_127
attendance_id_2671,lesson_id_481,student_id_52
attendance_id_2672,lesson_id_481,student_id_117
attendance_id_2673,lesson_id_482,student_id_12
attendance_id_2674,lesson_id_482,student_id_100
attendance_id_2675,lesson_id_482,student_id_3
attendance_id_2676,lesson_id_482,student_id_139
attendance_id_2677,lesson_id_482,student_id_87
attendance_id_2678,lesson_id_482,student_id_77
attendance_id_2679,lesson_id_482,student_id_140
attendance_id_2680,lesson_id_483,student_id_141
attendance_id_2681,lesson_id_483,student_id_109
attendance_id_2682,lesson_id_483,student_id_123
attendance_id_2683,lesson_id_483,student_id_67
attendance_id_2684,lesson_id_484,student_id_63
attendance_id_2685,lesson_id_484,student_id_11
attendance_id_2686,lesson_id_484,student_id_13
attendance_id_2687,lesson_id_484,student_id_6
attendance_id_2688,lesson_id_484,student_id_132
attendance_id_2689,lesson_id_484,student_id_71
attendance_id_2690,lesson_id_484,student_id_57
attendance_id_2691,lesson_id_485,student_id_112
attendance_id_2692,lesson_id_485,student_id_31
attendance_id_2693,lesson_id_485,student_id_25
attendance_id_2694,lesson_id_485,student_id_63
attendance_id_2695,lesson_id_485,student_id_115
attendance_id_2696,lesson_id_486,student_id_25
attendance_id_2697,lesson_id_486,student_id_134
attendance_id_2698,lesson_id_486,student_id_22
attendance_id_2699,lesson_id_486,student_id_82
attendance_id_2700,lesson_id_487,student_id_143
attendance_id_2701,lesson_id_487,student_id_95
attendance_id_2702,lesson_id_487,student_id_67
attendance_id_2703,lesson_id_487,student_id_85
attendance_id_2704,lesson_id_488,student_id_147
attendance_id_2705,lesson_id_488,student_id_80
attendance_id_2706,lesson_id_488,student_id_39
attendance_id_2707,lesson_id_488,student_id_5
attendance_id_2708,lesson_id_488,student_id_49
attendance_id_2709,lesson_id_489,student_id_4
attendance_id_2710,lesson_id_489,student_id_18
attendance_id_2711,lesson_id_489,student_id_93
attendance_id_2712,lesson_id_489,student_id_53
attendance_id_2713,lesson_id_489,student_id_83
attendance_id_2714,lesson_id_489,student_id_62
attendance_id_2715,lesson_id_490,student_id_106
attendance_id_2716,lesson_id_490,student_id_106
attendance_id_2717,lesson_id_490,student_id_8
attendance_id_2718,lesson_id_490,student_id_115
attendance_id_2719,lesson_id_490,student_id_83
attendance_id_2720,lesson_id_490,student_id_97
attendance_id_2721,lesson_id_491,student_id_73
attendance_id_2722,lesson_id_491,student_id_149
attendance_id_2723,lesson_id_491,student_id_70
attendance_id_2724,lesson_id_491,student_id_104
attendance_id_2725,lesson_id_491,student_id_111
attendance_id_2726,lesson_id_491,student_id_114
attendance_id_2727,lesson_id_492,student_id_14
attendance_id_2728,lesson_id_492,student_id_25
attendance_id_2729,lesson_id_492,student_id_15
attendance_id_2730,lesson_id_492,student_id_141
attendance_id_2731,lesson_id_492,student_id_36
attendance_id_2732,lesson_id_493,student_id_5
attendance_id_2733,lesson_id_493,student_id_36
attendance_id_2734,lesson_id_493,student_id_139
attendance_id_2735,lesson_id_493,student_id_24
attendance_id_2736,lesson_id_493,student_id_130
attendance_id_2737,lesson_id_493,student_id_39
attendance_id_2738,lesson_id_494,student_id_57
attendance_id_2739,lesson_id_494,student_id_132
attendance_id_2740,lesson_id_494,student_id_115
attendance_id_2741,lesson_id_494,student_id_74
attendance_id_2742,lesson_id_494,student_id_1
attendance_id_2743,lesson_id_495,student_id_101
attendance_id_2744,lesson_id_495,student_id_37
attendance_id_2745,lesson_id_495,student_id_9
attendance_id_2746,lesson_id_495,student_id_136
attendance_id_2747,lesson_id_495,student_id_89
attendance_id_2748,lesson_id_496,student_id_128
attendance_id_2749,lesson_id_496,student_id_68
attendance_id_2750,lesson_id_496,student_id_84
attendance_id_2751,lesson_id_496,student_id_35
attendance_id_2752,lesson_id_497,student_id_59
attendance_id_2753,lesson_id_497,student_id_92
attendance_id_2754,lesson_id_497,student_id_50
attendance_id_2755,lesson_id_497,student_id_106
attendance_id_2756,lesson_id_497,student_id_80
attendance_id_2757,lesson_id_497,student_id_41
attendance_id_2758,lesson_id_497,student_id_57
attendance_id_2759,lesson_id_498,student_id_117
attendance_id_2760,lesson_id_498,student_id_5
attendance_id_2761,lesson_id_498,student_id_3
attendance_id_2762,lesson_id_498,student_id_76
attendance_id_2763,lesson_id_498,student_id_23
attendance_id_2764,lesson_id_498,student_id_41
attendance_id_2765,lesson_id_499,student_id_144
attendance_id_2766,lesson_id_499,student_id_36
attendance_id_2767,lesson_id_499,student_id_142
attendance_id_2768,lesson_id_499,student_id_85
attendance_id_2769,lesson_id_500,student_id_141
attendance_id_2770,lesson_id_500,student_id_30
attendance_id_2771,lesson_id_500,student_id_108
attendance_id_2772,lesson_id_500,student_id_18
attendance_id_2773,lesson_id_501,student_id_84
attendance_id_2774,lesson_id_501,student_id_89
attendance_id_2775,lesson_id_501,student_id_145
attendance_id_2776,lesson_id_501,student_id_5
attendance_id_2777,lesson_id_501,student_id_74
attendance_id_2778,lesson_id_502,student_id_30
attendance_id_2779,lesson_id_502,student_id_9
attendance_id_2780,lesson_id_502,student_id_16
attendance_id_2781,lesson_id_502,student_id_119
attendance_id_2782,lesson_id_502,student_id_45
attendance_id_2783,lesson_id_502,student_id_57
attendance_id_2784,lesson_id_502,student_id_15
attendance_id_2785,lesson_id_503,student_id_110
attendance_id_2786,lesson_id_503,student_id_105
attendance_id_2787,lesson_id_503,student_id_7
attendance_id_2788,lesson_id_503,student_id_14
attendance_id_2789,lesson_id_503,student_id_22
attendance_id_2790,lesson_id_503,student_id_33
attendance_id_2791,lesson_id_504,student_id_134
attendance_id_2792,lesson_id_504,student_id_37
attendance_id_2793,lesson_id_504,student_id_118
attendance_id_2794,lesson_id_504,student_id_23
attendance_id_2795,lesson_id_504,student_id_8
attendance_id_2796,lesson_id_505,student_id_45
attendance_id_2797,lesson_id_505,student_id_52
attendance_id_2798,lesson_id_505,student_id_33
attendance_id_2799,lesson_id_505,student_id_146
attendance_id_2800,lesson_id_506,student_id_18
attendance_id_2801,lesson_id_506,student_id_90
attendance_id_2802,lesson_id_506,student_id_23
attendance_id_2803,lesson_id_506,student_id_33
attendance_id_2804,lesson_id_506,student_id_8
attendance_id_2805,lesson_id_506,student_id_68
attendance_id_2806,lesson_id_506,student_id_137
attendance_id_2807,lesson_id_507,student_id_3
attendance_id_2808,lesson_id_507,student_id_128
attendance_id_2809,lesson_id_507,student_id_110
attendance_id_2810,lesson_id_507,student_id_112
attendance_id_2811,lesson_id_507,student_id_84
attendance_id_2812,lesson_id_507,student_id_58
attendance_id_2813,lesson_id_508,student_id_80
attendance_id_2814,lesson_id_508,student_id_98
attendance_id_2815,lesson_id_508,student_id_12
attendance_id_2816,lesson_id_508,student_id_79
attendance_id_2817,lesson_id_508,student_id_46
attendance_id_2818,lesson_id_508,student_id_37
attendance_id_2819,lesson_id_509,student_id_108
attendance_id_2820,lesson_id_509,student_id_57
attendance_id_2821,lesson_id_509,student_id_77
attendance_id_2822,lesson_id_509,student_id_99
attendance_id_2823,lesson_id_509,student_id_7
attendance_id_2824,lesson_id_509,student_id_28
attendance_id_2825,lesson_id_509,student_id_23
attendance_id_2826,lesson_id_510,student_id_61
attendance_id_2827,lesson_id_510,student_id_2
attendance_id_2828,lesson_id_510,student_id_94
attendance_id_2829,lesson_id_510,student_id_128
attendance_id_2830,lesson_id_510,student_id_53
attendance_id_2831,lesson_id_510,student_id_80
attendance_id_2832,lesson_id_511,student_id_39
attendance_id_2833,lesson_id_511,student_id_67
attendance_id_2834,lesson_id_511,student_id_61
attendance_id_2835,lesson_id_511,student_id_90
attendance_id_2836,lesson_id_511,student_id_143
attendance_id_2837,lesson_id_511,student_id_108
attendance_id_2838,lesson_id_511,student_id_22
attendance_id_2839,lesson_id_512,student_id_105
attendance_id_2840,lesson_id_512,student_id_137
attendance_id_2841,lesson_id_512,student_id_44
attendance_id_2842,lesson_id_512,student_id_42
attendance_id_2843,lesson_id_512,student_id_82
attendance_id_2844,lesson_id_512,student_id_26
attendance_id_2845,lesson_id_512,student_id_33
attendance_id_2846,lesson_id_513,student_id_47
attendance_id_2847,lesson_id_513,student_id_101
attendance_id_2848,lesson_id_513,student_id_116
attendance_id_2849,lesson_id_513,student_id_1
attendance_id_2850,lesson_id_513,student_id_131
attendance_id_2851,lesson_id_513,student_id_101
attendance_id_2852,lesson_id_513,student_id_108
attendance_id_2853,lesson_id_514,student_id_90
attendance_id_2854,lesson_id_514,student_id_103
attendance_id_2855,lesson_id_514,student_id_40
attendance_id_2856,lesson_id_514,student_id_34
attendance_id_2857,lesson_id_514,student_id_71
attendance_id_2858,lesson_id_514,student_id_20
attendance_id_2859,lesson_id_514,student_id_114
attendance_id_2860,lesson_id_515,student_id_140
attendance_id_2861,lesson_id_515,student_id_114
attendance_id_2862,lesson_id_515,student_id_131
attendance_id_2863,lesson_id_515,student_id_70
attendance_id_2864,lesson_id_515,student_id_76
attendance_id_2865,lesson_id_515,student_id_122
attendance_id_2866,lesson_id_515,student_id_120
attendance_id_2867,lesson_id_516,student_id_41
attendance_id_2868,lesson_id_516,student_id_149
attendance_id_2869,lesson_id_516,student_id_16
